PREMIUM_TXN_ID,POLICY_ID,CUSTOMER_ID,DUE_DATE,PAID_DATE,PREMIUM_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,PAYMENT_DELAY_DAYS,CHANNEL_COST
PRM000068635,POL000131113,CUST00073393,2026-02-12,2026-02-12,23355,Paid,UPI,0,274.6
PRM000068636,POL000003919,CUST00033317,2026-07-28,2026-08-05,6172,Paid,Cheque,8,131.73
PRM000068637,POL000003486,CUST00036010,2025-05-17,2025-06-06,1980,Paid,Debit Card,20,52.75
PRM000068638,POL000128595,CUST00081653,2025-03-25,2025-04-12,3272,Paid,Credit Card,18,71.45
PRM000068639,POL000004908,CUST00075947,2026-03-05,2026-03-19,10368,Paid,UPI,14,411.72
PRM000068640,POL000009605,CUST00033259,2026-03-11,2026-03-12,14509,Paid,Cheque,1,359.49
PRM000068641,POL000069089,CUST00092813,2025-12-07,2025-12-18,10547,Paid,Debit Card,11,150.59
PRM000068642,POL000140513,CUST00093355,2025-01-24,2025-02-18,2340,Paid,Auto Debit,25,61.72
PRM000068643,POL000099898,CUST00081304,2026-07-17,2026-07-17,20044,Paid,Net Banking,0,700.9
PRM000068644,POL000029904,CUST00086361,2026-08-04,2026-08-04,15683,Paid,Auto Debit,0,301.02
PRM000068645,POL000038760,CUST00033354,2026-05-19,2026-05-19,14894,Paid,UPI,0,562.27
PRM000068646,POL000038634,CUST00028102,2025-10-15,2025-10-15,13747,Paid,Auto Debit,0,579.71
PRM000068647,POL000034974,CUST00084522,2025-06-26,2025-06-26,19157,Paid,Auto Debit,0,753.8
PRM000068648,POL000146670,CUST00051426,2026-07-25,2026-08-26,12160,Paid,Net Banking,32,391.11
PRM000068649,POL000052799,CUST00008542,2025-11-07,2025-11-21,5069,Paid,Credit Card,14,71.35
PRM000068650,POL000051522,CUST00051612,2025-10-09,2025-10-09,927,Paid,Debit Card,0,41.39
PRM000068651,POL000056802,CUST00061079,2025-12-14,2025-12-27,1009,Paid,UPI,13,32.08
PRM000068652,POL000064172,CUST00035033,2025-01-13,2025-01-14,45520,Paid,Net Banking,1,523.89
PRM000068653,POL000092337,CUST00080264,2026-06-29,2026-07-17,67872,Paid,Debit Card,18,3176.07
PRM000068654,POL000134685,CUST00083601,2025-01-04,2025-01-21,21725,Paid,Net Banking,17,417.76
PRM000068655,POL000104371,CUST00052641,2025-04-27,2025-04-27,2189,Paid,Debit Card,0,90.84
PRM000068656,POL000068633,CUST00070693,2026-03-11,2026-03-11,9777,Paid,Net Banking,0,449.68
PRM000068657,POL000089783,CUST00074300,2025-12-01,2025-12-10,148,Paid,Cheque,9,2.02
PRM000068658,POL000118431,CUST00073285,2026-07-29,2026-08-13,12252,Paid,Debit Card,15,337.79
PRM000068659,POL000068031,CUST00091751,2025-12-26,2026-01-01,24620,Paid,Debit Card,6,992.06
PRM000068660,POL000137161,CUST00014201,2025-04-07,2025-05-07,1210,Paid,Net Banking,30,49.14
PRM000068661,POL000149048,CUST00069516,2025-04-18,2025-04-18,24262,Paid,Net Banking,0,329.62
PRM000068662,POL000044132,CUST00047856,2025-02-03,2025-02-03,4768,Paid,UPI,0,65.73
PRM000068663,POL000101774,CUST00077284,2025-10-27,2025-10-27,23716,Paid,Auto Debit,0,341.03
PRM000068664,POL000041521,CUST00095498,2026-07-28,2026-08-06,13753,Paid,Debit Card,9,562.5
PRM000068665,POL000098436,CUST00051349,2026-05-09,2026-06-03,14838,Paid,Credit Card,25,226.85
PRM000068666,POL000057710,CUST00019061,2026-07-28,2026-08-04,76268,Paid,Auto Debit,7,1034.21
PRM000068667,POL000008642,CUST00038348,2025-07-25,2025-08-03,1051,Paid,Credit Card,9,43.11
PRM000068668,POL000119264,CUST00075519,2025-08-28,2025-09-06,881,Paid,Auto Debit,9,12.33
PRM000068669,POL000141741,CUST00013829,2026-08-05,2026-08-10,940,Paid,Net Banking,5,37.08
PRM000068670,POL000037848,CUST00089211,2025-08-28,2025-08-28,4581,Paid,Auto Debit,0,180.62
PRM000068671,POL000105645,CUST00056113,2026-04-23,2026-04-23,12701,Paid,Auto Debit,0,568.29
PRM000068672,POL000102278,CUST00058307,2026-02-24,2026-02-24,19250,Paid,Auto Debit,0,280.85
PRM000068673,POL000038593,CUST00015837,2025-07-31,2025-08-12,29645,Paid,Credit Card,12,320.3
PRM000068674,POL000126082,CUST00005295,2025-02-25,2025-02-25,11154,Paid,Credit Card,0,220.66
PRM000068675,POL000039192,CUST00015686,2025-03-27,2025-04-02,15224,Paid,Credit Card,6,741.36
PRM000068676,POL000093841,CUST00056464,2025-12-17,2026-01-10,7563,Paid,Credit Card,24,106.68
PRM000068677,POL000092857,CUST00048507,2025-07-23,2025-07-25,10220,Paid,Auto Debit,2,149.51
PRM000068678,POL000056018,CUST00043401,2025-04-26,2025-04-26,8554,Paid,Debit Card,0,403.33
PRM000068679,POL000041164,CUST00028284,2025-07-15,,718,Pending,UPI,,18.93
PRM000068680,POL000136615,CUST00086949,2025-12-18,,37312,Overdue,Credit Card,,1193.01
PRM000068681,POL000061024,CUST00059859,2025-01-15,2025-01-15,5320,Paid,Auto Debit,0,101.26
PRM000068682,POL000061301,CUST00095859,2025-06-15,2025-06-27,9393,Paid,Net Banking,12,375.82
PRM000068683,POL000047117,CUST00013923,2025-09-09,2025-09-09,8626,Paid,Debit Card,0,105.65
PRM000068684,POL000015651,CUST00071008,2025-09-01,2025-09-01,8317,Paid,Cheque,0,295.97
PRM000068685,POL000146564,CUST00072134,2025-02-17,2025-02-25,3679,Paid,Debit Card,8,168.87
PRM000068686,POL000006316,CUST00085344,2026-05-24,2026-05-28,7500,Paid,Debit Card,4,122.93
PRM000068687,POL000041503,CUST00087323,2026-06-06,2026-06-25,12646,Paid,Net Banking,19,290.47
PRM000068688,POL000014790,CUST00021589,2025-03-28,2025-03-28,4413,Paid,Debit Card,0,161.2
PRM000068689,POL000061933,CUST00079615,2026-06-25,2026-07-07,1541,Paid,Auto Debit,12,54.51
PRM000068690,POL000019246,CUST00079937,2025-12-12,2025-12-30,18816,Paid,Cheque,18,444.12
PRM000068691,POL000005936,CUST00058114,2026-01-02,2026-01-02,3386,Paid,Auto Debit,0,157.2
PRM000068692,POL000117970,CUST00086834,2025-10-26,2025-11-02,1959,Paid,UPI,7,55.31
PRM000068693,POL000098503,CUST00008683,2025-05-31,2025-06-13,19642,Paid,Debit Card,13,952.5
PRM000068694,POL000084373,CUST00001228,2026-07-05,2026-07-11,348,Paid,Net Banking,6,6.35
PRM000068695,POL000143364,CUST00029599,2026-03-02,2026-03-27,1488,Paid,Net Banking,25,49.82
PRM000068696,POL000136381,CUST00024920,2025-01-04,2025-01-20,2554,Paid,Credit Card,16,31.52
PRM000068697,POL000080240,CUST00081023,2025-06-23,2025-06-30,25361,Paid,UPI,7,1201.79
PRM000068698,POL000097314,CUST00094582,2025-04-28,2025-04-28,7309,Paid,Cheque,0,232.66
PRM000068699,POL000137241,CUST00033536,2026-07-16,2026-07-30,21486,Paid,UPI,14,360.46
PRM000068700,POL000110053,CUST00036682,2025-03-23,2025-03-23,2215,Paid,Credit Card,0,29.65
PRM000068701,POL000091773,CUST00069399,2026-01-08,2026-01-08,13641,Paid,Cheque,0,629.08
PRM000068702,POL000090614,CUST00068658,2026-05-29,2026-05-29,21280,Paid,Cheque,0,549.53
PRM000068703,POL000140769,CUST00029974,2026-08-06,2026-08-06,34475,Paid,Cheque,0,1065.64
PRM000068704,POL000067952,CUST00029266,2025-05-15,2025-05-15,5835,Paid,Debit Card,0,274.45
PRM000068705,POL000008529,CUST00062801,2025-11-24,2025-11-29,39811,Paid,UPI,5,1658.44
PRM000068706,POL000030538,CUST00097149,2025-06-11,2025-06-19,24335,Paid,UPI,8,938.85
PRM000068707,POL000064798,CUST00033223,2025-03-09,2025-03-13,17264,Paid,UPI,4,419.45
PRM000068708,POL000114261,CUST00061153,2025-01-15,2025-01-22,1500,Paid,Debit Card,7,23.52
PRM000068709,POL000051485,CUST00065206,2025-12-05,2025-12-28,15734,Paid,UPI,23,420.29
PRM000068710,POL000003837,CUST00041036,2026-04-25,2026-05-03,10567,Paid,Net Banking,8,258.68
PRM000068711,POL000062893,CUST00043846,2025-08-11,2025-08-15,65012,Paid,Cheque,4,1739.74
PRM000068712,POL000146151,CUST00069414,2026-04-29,2026-04-29,4573,Paid,Credit Card,0,206.16
PRM000068713,POL000053311,CUST00005590,2025-07-14,,11804,Pending,Debit Card,,409.58
PRM000068714,POL000128988,CUST00050209,2026-04-06,2026-04-06,22895,Paid,Credit Card,0,278.46
PRM000068715,POL000027818,CUST00021322,2026-08-02,2026-08-02,5068,Paid,Net Banking,0,150.64
PRM000068716,POL000065920,CUST00074197,2026-04-22,,10348,Pending,UPI,,168.21
PRM000068717,POL000040086,CUST00065218,2026-02-23,2026-02-23,15200,Paid,Net Banking,0,350.56
PRM000068718,POL000018741,CUST00008243,2025-10-07,2025-10-07,1923,Paid,Credit Card,0,68.54
PRM000068719,POL000027957,CUST00087920,2026-04-23,2026-04-23,3079,Paid,Cheque,0,44.34
PRM000068720,POL000135797,CUST00039881,2025-02-15,2025-03-07,13385,Paid,Credit Card,20,311.35
PRM000068721,POL000094585,CUST00049618,2025-04-26,2025-05-13,1063,Paid,UPI,17,15.79
PRM000068722,POL000007684,CUST00058790,2025-03-21,2025-04-05,13209,Paid,Auto Debit,15,469.59
PRM000068723,POL000143671,CUST00006405,2025-06-13,2025-07-06,13438,Paid,UPI,23,626.51
PRM000068724,POL000072529,CUST00045314,2026-07-18,2026-07-18,25011,Paid,UPI,0,804.97
PRM000068725,POL000106757,CUST00051746,2025-01-22,2025-01-22,21865,Paid,Debit Card,0,1007.42
PRM000068726,POL000079889,CUST00039292,2026-05-17,2026-05-18,21667,Paid,UPI,1,971.96
PRM000068727,POL000004450,CUST00049541,2025-07-02,2025-07-19,1243,Paid,UPI,17,47.15
PRM000068728,POL000034560,CUST00060889,2025-03-25,2025-04-09,64467,Paid,Debit Card,15,2631.86
PRM000068729,POL000016414,CUST00039356,2026-05-03,2026-05-24,17243,Paid,Net Banking,21,794.41
PRM000068730,POL000103325,CUST00065118,2025-05-31,2025-05-31,15128,Paid,Cheque,0,732.84
PRM000068731,POL000141682,CUST00070298,2026-05-02,2026-05-02,1028,Paid,UPI,0,47.92
PRM000068732,POL000066116,CUST00004878,2025-02-10,2025-02-10,14796,Paid,Cheque,0,285.9
PRM000068733,POL000028640,CUST00088568,2025-04-20,2025-04-20,6696,Paid,Auto Debit,0,254.5
PRM000068734,POL000012812,CUST00014930,2026-01-11,2026-01-11,666,Paid,Cheque,0,27.17
PRM000068735,POL000042326,CUST00079377,2026-08-29,,12070,Failed,Auto Debit,,455.86
PRM000068736,POL000088954,CUST00019334,2026-02-21,2026-02-28,15605,Paid,Cheque,7,567.88
PRM000068737,POL000114602,CUST00011110,2025-03-18,2025-03-18,404,Paid,UPI,0,15.97
PRM000068738,POL000079884,CUST00050464,2025-10-19,2025-11-06,2061,Paid,Debit Card,18,59.74
PRM000068739,POL000027838,CUST00019852,2025-04-01,2025-04-20,26423,Paid,Cheque,19,973.85
PRM000068740,POL000135879,CUST00096063,2025-02-17,2025-02-21,188,Paid,Auto Debit,4,6.3
PRM000068741,POL000100322,CUST00009363,2025-04-17,2025-04-30,773,Paid,UPI,13,16.09
PRM000068742,POL000103171,CUST00026901,2025-10-13,2025-10-29,6254,Paid,Credit Card,16,280.58
PRM000068743,POL000135439,CUST00014332,2025-12-10,2026-01-08,2083,Paid,UPI,29,100.96
PRM000068744,POL000071416,CUST00073638,2026-07-23,2026-07-23,2235,Paid,UPI,0,26.91
PRM000068745,POL000137147,CUST00025059,2025-06-18,2025-06-18,383,Paid,Net Banking,0,18.04
PRM000068746,POL000070584,CUST00085591,2025-02-10,2025-02-22,7649,Paid,UPI,12,299.82
PRM000068747,POL000133757,CUST00066456,2025-10-25,2025-10-25,4143,Paid,Credit Card,0,41.54
PRM000068748,POL000046409,CUST00042082,2026-03-23,2026-03-23,11784,Paid,UPI,0,582.08
PRM000068749,POL000025039,CUST00066542,2026-08-21,2026-09-30,863,Paid,Net Banking,40,11.99
PRM000068750,POL000002094,CUST00079610,2026-07-20,2026-07-20,8329,Paid,Debit Card,0,355.19
PRM000068751,POL000004206,CUST00076557,2026-04-06,2026-04-12,7122,Paid,Auto Debit,6,101.41
PRM000068752,POL000105182,CUST00030398,2025-10-17,2025-10-17,8788,Paid,Net Banking,0,323.95
PRM000068753,POL000071237,CUST00036610,2025-12-28,2025-12-28,3484,Paid,Credit Card,0,102.63
PRM000068754,POL000022465,CUST00039389,2025-11-10,2025-11-24,25967,Paid,Net Banking,14,677.61
PRM000068755,POL000052937,CUST00092664,2025-03-02,2025-03-02,11839,Paid,Cheque,0,301.43
PRM000068756,POL000072188,CUST00092772,2026-06-27,2026-07-03,3934,Paid,Net Banking,6,112.18
PRM000068757,POL000116267,CUST00090261,2026-02-05,2026-02-05,10701,Paid,Net Banking,0,180.54
PRM000068758,POL000114020,CUST00065032,2026-08-31,2026-08-31,2256,Paid,Auto Debit,0,81.35
PRM000068759,POL000100778,CUST00090904,2025-03-12,2025-03-26,1144,Paid,Credit Card,14,25.13
PRM000068760,POL000073806,CUST00021473,2025-06-05,2025-06-05,1294,Paid,Cheque,0,60.22
PRM000068761,POL000014265,CUST00079690,2025-07-12,2025-07-12,23893,Paid,Auto Debit,0,947.65
PRM000068762,POL000012166,CUST00091395,2026-03-20,2026-03-20,15999,Paid,Net Banking,0,512.16
PRM000068763,POL000112546,CUST00099557,2025-03-18,2025-04-12,28361,Paid,Credit Card,25,532.55
PRM000068764,POL000110980,CUST00014716,2025-12-22,,6046,Pending,Credit Card,,92.44
PRM000068765,POL000148196,CUST00075459,2026-08-27,2026-09-18,22113,Paid,Credit Card,22,875.1
PRM000068766,POL000066227,CUST00098686,2025-08-18,2025-09-14,5884,Paid,Credit Card,27,264.7
PRM000068767,POL000110812,CUST00022461,2025-06-18,2025-06-20,2821,Paid,Cheque,2,41.19
PRM000068768,POL000026341,CUST00065415,2025-09-08,2025-09-14,1331,Paid,Credit Card,6,18.12
PRM000068769,POL000094836,CUST00065342,2026-02-03,2026-02-06,2680,Paid,UPI,3,28.95
PRM000068770,POL000096242,CUST00027845,2025-01-03,2025-01-03,19500,Paid,Debit Card,0,668.39
PRM000068771,POL000147025,CUST00008554,2025-11-04,2025-11-04,1979,Paid,UPI,0,71.61
PRM000068772,POL000120655,CUST00063179,2026-07-04,2026-07-23,1277,Paid,Credit Card,19,49.64
PRM000068773,POL000142241,CUST00060800,2025-04-03,2025-04-03,5875,Paid,UPI,0,95.19
PRM000068774,POL000076171,CUST00011769,2026-07-15,,15303,Pending,Cheque,,700.83
PRM000068775,POL000017357,CUST00075114,2026-05-08,2026-05-08,19135,Paid,Net Banking,0,219.14
PRM000068776,POL000115747,CUST00065237,2025-06-13,2025-06-13,813,Paid,Auto Debit,0,17.49
PRM000068777,POL000044762,CUST00092510,2026-02-01,2026-02-12,1645,Paid,Net Banking,11,66.17
PRM000068778,POL000126160,CUST00068409,2025-07-09,2025-07-09,1490,Paid,Debit Card,0,35.41
PRM000068779,POL000057540,CUST00067222,2026-03-09,2026-03-09,5656,Paid,Cheque,0,207.86
PRM000068780,POL000138157,CUST00046927,2025-10-18,2025-11-13,792,Paid,Credit Card,26,21.99
PRM000068781,POL000126749,CUST00082489,2026-05-07,2026-05-14,5350,Paid,Auto Debit,7,84.69
PRM000068782,POL000024370,CUST00054985,2026-01-07,2026-01-07,28699,Paid,Net Banking,0,1376.04
PRM000068783,POL000142064,CUST00011853,2025-01-21,2025-02-06,1706,Paid,Debit Card,16,45.55
PRM000068784,POL000094001,CUST00063172,2026-03-22,2026-04-01,950,Paid,Debit Card,10,19.1
PRM000068785,POL000021022,CUST00098444,2025-08-26,2025-09-13,10548,Paid,UPI,18,306.57
PRM000068786,POL000018667,CUST00006764,2025-02-10,2025-02-10,2957,Paid,Net Banking,0,114.28
PRM000068787,POL000106400,CUST00000399,2026-05-18,2026-05-24,1073,Paid,Credit Card,6,32.91
PRM000068788,POL000142481,CUST00098265,2025-10-21,2025-10-22,44770,Paid,UPI,1,1532.59
PRM000068789,POL000003175,CUST00003249,2026-08-27,2026-09-04,30609,Paid,Cheque,8,1454.68
PRM000068790,POL000058287,CUST00059151,2025-12-26,2025-12-26,24322,Paid,Auto Debit,0,1042.68
PRM000068791,POL000039969,CUST00069862,2025-05-28,2025-05-30,45406,Paid,Cheque,2,1897.6
PRM000068792,POL000115590,CUST00050356,2025-08-18,2025-08-18,3653,Paid,Debit Card,0,76.06
PRM000068793,POL000068686,CUST00083684,2025-01-18,2025-01-30,725,Paid,Credit Card,12,18.87
PRM000068794,POL000008360,CUST00068381,2025-04-27,2025-04-30,1221,Paid,Auto Debit,3,23.6
PRM000068795,POL000024459,CUST00018658,2025-04-12,2025-04-12,5503,Paid,Auto Debit,0,152.64
PRM000068796,POL000021903,CUST00087971,2025-03-08,2025-03-08,4651,Paid,Debit Card,0,150.98
PRM000068797,POL000086980,CUST00091530,2025-10-21,2025-10-21,28250,Paid,Cheque,0,804.93
PRM000068798,POL000016224,CUST00034257,2025-07-17,2025-07-17,20764,Paid,Credit Card,0,290.66
PRM000068799,POL000098011,CUST00098281,2025-03-16,2025-04-08,5627,Paid,Auto Debit,23,219.17
PRM000068800,POL000101863,CUST00096337,2026-08-21,2026-08-28,24219,Paid,Auto Debit,7,1112.33
PRM000068801,POL000003417,CUST00045613,2026-02-02,2026-02-12,12989,Paid,Debit Card,10,585.66
PRM000068802,POL000098333,CUST00003484,2025-02-23,2025-02-23,14222,Paid,Cheque,0,628.28
PRM000068803,POL000030310,CUST00095139,2026-02-11,,22932,Pending,Debit Card,,517.68
PRM000068804,POL000023996,CUST00043293,2025-02-17,2025-02-21,9488,Paid,Debit Card,4,105.28
PRM000068805,POL000095111,CUST00042360,2025-03-02,2025-03-02,1285,Paid,Net Banking,0,52.33
PRM000068806,POL000094168,CUST00097186,2026-02-01,2026-02-05,2228,Paid,UPI,4,49.47
PRM000068807,POL000119203,CUST00068429,2026-05-20,,21679,Overdue,Cheque,,285.1
PRM000068808,POL000052658,CUST00017152,2026-05-09,2026-05-21,17069,Paid,UPI,12,225.04
PRM000068809,POL000013012,CUST00091461,2026-05-10,2026-05-19,23953,Paid,Net Banking,9,346.77
PRM000068810,POL000099030,CUST00058045,2025-02-19,2025-02-22,5033,Paid,Auto Debit,3,246.79
PRM000068811,POL000142817,CUST00012172,2026-06-29,,3173,Pending,Auto Debit,,84.85
PRM000068812,POL000050198,CUST00037675,2025-10-19,2025-11-04,5832,Paid,Net Banking,16,258.03
PRM000068813,POL000147264,CUST00093679,2025-08-16,2025-08-23,11855,Paid,Cheque,7,446.49
PRM000068814,POL000140886,CUST00044623,2026-05-16,2026-05-16,17302,Paid,Debit Card,0,351.39
PRM000068815,POL000007106,CUST00083995,2025-02-12,2025-02-12,4807,Paid,Net Banking,0,142.15
PRM000068816,POL000107074,CUST00082445,2025-06-01,2025-06-10,1916,Paid,Debit Card,9,93.09
PRM000068817,POL000142432,CUST00044722,2026-01-25,2026-01-25,1035,Paid,Debit Card,0,14.54
PRM000068818,POL000010287,CUST00031431,2026-02-17,2026-02-17,1430,Paid,Net Banking,0,16.16
PRM000068819,POL000055197,CUST00089212,2025-02-13,2025-02-13,20141,Paid,UPI,0,942.51
PRM000068820,POL000036272,CUST00012741,2026-07-27,2026-08-14,9421,Paid,Credit Card,18,277.99
PRM000068821,POL000000337,CUST00046872,2025-01-27,,17202,Pending,Debit Card,,750.93
PRM000068822,POL000053510,CUST00071413,2025-09-14,2025-09-14,745,Paid,Net Banking,0,20.5
PRM000068823,POL000123506,CUST00089820,2025-06-02,2025-06-14,56378,Paid,Credit Card,12,1497.65
PRM000068824,POL000044733,CUST00028816,2025-10-07,2025-10-07,2275,Paid,Cheque,0,52.14
PRM000068825,POL000093228,CUST00077094,2025-08-10,2025-08-10,2913,Paid,Debit Card,0,99.86
PRM000068826,POL000034900,CUST00081930,2026-06-26,2026-07-20,15539,Paid,UPI,24,766.19
PRM000068827,POL000116875,CUST00082788,2025-12-15,,1467,Overdue,UPI,,23.06
PRM000068828,POL000047114,CUST00097054,2025-12-03,2025-12-19,11341,Paid,Cheque,16,470.49
PRM000068829,POL000023301,CUST00016804,2026-08-17,2026-08-17,1490,Paid,Auto Debit,0,56.4
PRM000068830,POL000100092,CUST00017103,2025-03-01,,4718,Overdue,Credit Card,,113.59
PRM000068831,POL000122269,CUST00016172,2025-02-07,2025-02-07,785,Paid,UPI,0,36.92
PRM000068832,POL000022775,CUST00047989,2025-11-03,2025-11-17,3255,Paid,UPI,14,72.9
PRM000068833,POL000100603,CUST00026356,2025-06-02,,35082,Pending,Net Banking,,1627.74
PRM000068834,POL000036249,CUST00031118,2025-04-18,2025-04-26,1112,Paid,Credit Card,8,12.72
PRM000068835,POL000143462,CUST00076841,2025-10-24,2025-10-24,1916,Paid,Net Banking,0,82.32
PRM000068836,POL000091859,CUST00046158,2025-11-04,2025-11-30,17743,Paid,Credit Card,26,231.7
PRM000068837,POL000041943,CUST00095681,2026-01-20,2026-01-30,11209,Paid,Net Banking,10,141.45
PRM000068838,POL000033043,CUST00055830,2025-09-03,2025-09-16,11161,Paid,Debit Card,13,530.43
PRM000068839,POL000091512,CUST00085463,2026-04-05,2026-04-05,374,Paid,Credit Card,0,14.67
PRM000068840,POL000117726,CUST00090058,2026-06-05,2026-06-25,938,Paid,Cheque,20,44.47
PRM000068841,POL000029111,CUST00096351,2026-06-28,2026-07-19,18235,Paid,Debit Card,21,482.44
PRM000068842,POL000044912,CUST00043427,2026-04-21,,9886,Failed,Auto Debit,,479.52
PRM000068843,POL000061903,CUST00030965,2025-09-28,2025-09-28,1681,Paid,Auto Debit,0,56.01
PRM000068844,POL000046648,CUST00095704,2025-01-11,2025-02-03,1479,Paid,UPI,23,71.35
PRM000068845,POL000010696,CUST00016206,2026-03-28,2026-04-05,1366,Paid,Cheque,8,36.88
PRM000068846,POL000075854,CUST00096667,2026-07-30,2026-07-30,2463,Paid,Debit Card,0,53.87
PRM000068847,POL000078730,CUST00073515,2025-02-10,2025-02-10,12674,Paid,UPI,0,246.4
PRM000068848,POL000136594,CUST00065908,2026-03-30,2026-04-11,1045,Paid,Net Banking,12,28.91
PRM000068849,POL000118590,CUST00016609,2025-01-30,2025-01-30,25047,Paid,Credit Card,0,1240.4
PRM000068850,POL000086997,CUST00041100,2025-05-06,2025-05-28,680,Paid,Net Banking,22,27.47
PRM000068851,POL000010768,CUST00048825,2026-03-25,2026-03-25,2492,Paid,Auto Debit,0,71.43
PRM000068852,POL000030770,CUST00072109,2025-03-11,2025-03-24,3015,Paid,Debit Card,13,92.36
PRM000068853,POL000047876,CUST00067059,2025-04-11,2025-04-12,16170,Paid,Cheque,1,378.09
PRM000068854,POL000004037,CUST00047678,2025-09-26,2025-10-05,3361,Paid,Debit Card,9,60.29
PRM000068855,POL000065510,CUST00089241,2025-01-27,2025-01-27,1613,Paid,Cheque,0,62.38
PRM000068856,POL000115950,CUST00012502,2025-08-01,2025-08-11,26895,Paid,Debit Card,10,1228.89
PRM000068857,POL000128193,CUST00053031,2026-01-16,,3186,Pending,Cheque,,154.09
PRM000068858,POL000115325,CUST00060480,2025-08-26,2025-09-02,4728,Paid,UPI,7,58.55
PRM000068859,POL000104740,CUST00037946,2025-05-13,2025-05-23,3094,Paid,Cheque,10,154.15
PRM000068860,POL000082987,CUST00027169,2025-06-23,,4185,Pending,Cheque,,158.92
PRM000068861,POL000036637,CUST00067525,2025-10-25,,17991,Failed,UPI,,275.36
PRM000068862,POL000061092,CUST00015746,2026-06-21,2026-06-21,1514,Paid,Net Banking,0,30.64
PRM000068863,POL000017677,CUST00031820,2025-09-27,2025-09-27,12068,Paid,Auto Debit,0,143.49
PRM000068864,POL000007667,CUST00073418,2026-03-23,2026-03-29,957,Paid,UPI,6,12.05
PRM000068865,POL000090307,CUST00081324,2025-12-14,2025-12-14,20588,Paid,Credit Card,0,757.17
PRM000068866,POL000080843,CUST00057177,2025-08-09,2025-08-16,21791,Paid,UPI,7,476.25
PRM000068867,POL000091610,CUST00021188,2026-01-14,2026-02-02,2460,Paid,Auto Debit,19,62.02
PRM000068868,POL000130997,CUST00032949,2025-04-26,2025-04-28,27910,Paid,Cheque,2,287.19
PRM000068869,POL000015803,CUST00049646,2026-03-22,2026-03-31,481,Paid,Net Banking,9,16.4
PRM000068870,POL000101472,CUST00073203,2026-07-20,2026-08-13,21931,Paid,Credit Card,24,857.74
PRM000068871,POL000005404,CUST00059620,2025-08-25,2025-09-07,23974,Paid,UPI,13,892.97
PRM000068872,POL000067596,CUST00044794,2025-05-30,2025-06-12,5529,Paid,Credit Card,13,246.2
PRM000068873,POL000054640,CUST00083443,2025-04-09,2025-04-09,481,Paid,Net Banking,0,18.59
PRM000068874,POL000125130,CUST00073843,2025-02-18,2025-02-18,720,Paid,Net Banking,0,27.72
PRM000068875,POL000021199,CUST00048874,2025-04-09,2025-04-25,1172,Paid,UPI,16,25.06
PRM000068876,POL000075655,CUST00054379,2025-11-14,2025-11-14,1018,Paid,Net Banking,0,16.9
PRM000068877,POL000021179,CUST00051799,2025-06-01,2025-06-07,2925,Paid,Credit Card,6,137.7
PRM000068878,POL000126925,CUST00026084,2026-04-15,2026-04-15,2101,Paid,Cheque,0,92.54
PRM000068879,POL000031336,CUST00044264,2025-07-21,2025-07-21,205,Paid,Cheque,0,2.29
PRM000068880,POL000058344,CUST00002670,2025-05-18,2025-05-18,2062,Paid,Auto Debit,0,98.7
PRM000068881,POL000132038,CUST00097337,2025-07-15,2025-08-06,22042,Paid,Net Banking,22,749.51
PRM000068882,POL000034378,CUST00035592,2026-01-13,2026-02-02,17737,Paid,Credit Card,20,261.09
PRM000068883,POL000045125,CUST00098357,2025-12-19,2025-12-19,40733,Paid,Net Banking,0,1348.13
PRM000068884,POL000043662,CUST00021889,2026-04-27,2026-04-27,11260,Paid,Debit Card,0,118.86
PRM000068885,POL000067181,CUST00093174,2025-08-15,2025-08-15,1187,Paid,Cheque,0,21.6
PRM000068886,POL000090628,CUST00087520,2026-03-14,2026-04-03,21601,Paid,Debit Card,20,511.62
PRM000068887,POL000103188,CUST00054844,2026-02-05,2026-02-05,740,Paid,Debit Card,0,36.06
PRM000068888,POL000023583,CUST00030191,2025-03-30,2025-03-30,7842,Paid,Cheque,0,237.65
PRM000068889,POL000074017,CUST00044083,2025-05-30,2025-05-30,1540,Paid,Credit Card,0,51.23
PRM000068890,POL000144513,CUST00001321,2026-02-26,2026-03-25,39199,Paid,Auto Debit,27,1362.0
PRM000068891,POL000107722,CUST00097806,2025-06-06,2025-06-16,21723,Paid,UPI,10,521.88
PRM000068892,POL000082106,CUST00016502,2026-01-24,2026-02-07,1077,Paid,Auto Debit,14,51.32
PRM000068893,POL000112438,CUST00067210,2025-03-31,2025-03-31,4734,Paid,Net Banking,0,76.1
PRM000068894,POL000074712,CUST00063679,2026-01-28,2026-02-13,424,Paid,Net Banking,16,14.2
PRM000068895,POL000017344,CUST00077876,2026-04-29,,31501,Failed,Cheque,,1469.19
PRM000068896,POL000068518,CUST00071610,2026-01-11,2026-01-11,12570,Paid,Auto Debit,0,193.68
PRM000068897,POL000037471,CUST00086229,2025-07-15,2025-07-29,3091,Paid,Credit Card,14,148.76
PRM000068898,POL000109733,CUST00061996,2025-01-24,2025-01-29,1914,Paid,Debit Card,5,85.02
PRM000068899,POL000026503,CUST00090183,2026-02-06,2026-03-02,2972,Paid,Net Banking,24,69.47
PRM000068900,POL000137584,CUST00027237,2026-02-18,2026-02-27,2871,Paid,Auto Debit,9,135.41
