POLICY_ID,CUSTOMER_ID,POLICY_TYPE,SALES_CHANNEL,AGENT_ID,POLICY_START_DATE,POLICY_END_DATE,SUM_INSURED,ANNUAL_PREMIUM,PAYMENT_MODE,RISK_SCORE,RISK_BAND,POLICY_STATUS,DISCOUNT_PCT,COMMISSION_PCT
POL000142757,CUST00054654,Motor,Bancassurance,AGT000807,2020-03-26,2025-03-25,778282,18354,Annual,464,Low,Active,15.15,3.18
POL000142758,CUST00082134,Term Life,Corporate Partner,AGT002245,2023-06-07,2024-06-06,4604859,12831,Monthly,310,Low,Active,9.74,2.7
POL000142759,CUST00067839,Motor,Direct,AGT002945,2019-02-25,2020-02-25,723980,12965,Quarterly,250,Low,Active,0.82,4.68
POL000142760,CUST00011398,Term Life,Broker,AGT003544,2025-09-27,2026-09-27,5602393,15517,Annual,501,Medium,Active,11.49,1.73
POL000142761,CUST00028611,Commercial,Direct,AGT000382,2022-08-21,2023-08-21,4149414,66757,Annual,350,Low,Active,11.01,1.7
POL000142762,CUST00094807,Whole Life,Online,AGT000896,2019-03-26,2020-03-25,2432819,41622,Monthly,524,Medium,Active,2.48,0.95
POL000142763,CUST00044269,Personal Accident,Broker,AGT000140,2021-07-23,2022-07-23,500883,7098,Monthly,439,Low,Active,15.73,0.26
POL000142764,CUST00085641,Motor,Online,AGT004974,2021-11-14,2026-11-13,601468,14466,Monthly,315,Low,Lapsed,11.19,4.0
POL000142765,CUST00062956,Health,Broker,AGT000912,2023-12-17,2028-12-15,966698,12350,Annual,388,Low,Expired,13.28,1.25
POL000142766,CUST00077404,Health,Bancassurance,AGT004404,2019-08-08,2024-08-06,223950,16968,Monthly,395,Low,Active,18.79,2.5
POL000142767,CUST00059048,Motor,Agent,AGT002532,2023-06-07,2024-06-06,793196,28004,Annual,484,Medium,Active,11.59,4.0
POL000142768,CUST00007887,Motor,Online,AGT000492,2020-07-17,2025-07-16,227212,13343,Annual,339,Low,Active,3.99,1.76
POL000142769,CUST00024822,Travel,Direct,AGT003921,2019-01-10,2020-01-10,186076,4734,Monthly,463,Low,Active,6.06,2.44
POL000142770,CUST00088404,Travel,Bancassurance,AGT002646,2020-07-30,2025-07-29,368946,7395,Annual,391,Low,Active,12.57,3.33
POL000142771,CUST00098863,Home,Broker,AGT000218,2020-11-29,2021-11-29,1742686,15949,Annual,295,Low,Active,18.8,4.28
POL000142772,CUST00075234,Health,Agent,AGT004378,2019-07-11,2020-07-10,842064,28294,Monthly,441,Low,Active,2.92,2.72
POL000142773,CUST00019960,Commercial,Agent,AGT002140,2022-09-23,2023-09-23,6951893,83675,Annual,432,Low,Active,3.16,4.41
POL000142774,CUST00082375,Term Life,Bancassurance,AGT000003,2022-07-21,2023-07-21,3273834,15829,Annual,518,Medium,Active,9.38,2.47
POL000142775,CUST00016200,Commercial,Corporate Partner,AGT001713,2022-06-16,2023-06-16,2023141,63803,Annual,350,Low,Active,6.49,1.18
POL000142776,CUST00069437,Term Life,Online,AGT003522,2019-05-09,2020-05-08,6118443,24874,Annual,250,Low,Active,10.41,4.59
POL000142777,CUST00092781,Term Life,Direct,AGT001306,2025-06-02,2026-06-02,4494811,11860,Annual,404,Low,Active,17.54,2.75
POL000142778,CUST00099237,Health,Corporate Partner,AGT002554,2023-02-06,2043-02-01,423112,12053,Annual,420,Low,Active,1.32,0.06
POL000142779,CUST00083499,Motor,Broker,AGT003427,2023-05-06,2024-05-05,331334,22598,Monthly,440,Low,Active,7.39,1.02
POL000142780,CUST00027392,Personal Accident,Agent,AGT000242,2019-07-07,2020-07-06,6326113,5681,Annual,405,Low,Active,10.81,4.25
POL000142781,CUST00056757,Term Life,Online,AGT000546,2026-07-21,2027-07-21,6866312,16114,Monthly,396,Low,Active,7.22,2.82
POL000142782,CUST00022931,Home,Bancassurance,AGT001050,2021-04-29,2022-04-29,3111906,8245,Monthly,284,Low,Active,2.71,4.48
POL000142783,CUST00041850,Commercial,Broker,AGT004435,2022-06-27,2023-06-27,6710698,33769,Annual,514,Medium,Active,13.41,4.78
POL000142784,CUST00071422,Health,Corporate Partner,AGT001466,2024-10-23,2025-10-23,1294522,12463,Half-Yearly,472,Low,Active,13.42,1.25
POL000142785,CUST00064775,Travel,Agent,AGT003462,2025-03-07,2026-03-07,317138,3040,Annual,349,Low,Expired,10.61,4.7
POL000142786,CUST00087102,Motor,Agent,AGT002496,2023-04-17,2024-04-16,1185932,8231,Annual,436,Low,Active,15.27,2.1
POL000142787,CUST00097017,Personal Accident,Bancassurance,AGT001239,2021-08-01,2041-07-27,2693319,4622,Monthly,444,Low,Expired,4.59,1.31
POL000142788,CUST00070860,Health,Agent,AGT001429,2026-01-03,2027-01-03,624402,10459,Monthly,465,Low,Expired,9.96,4.73
POL000142789,CUST00064731,Health,Broker,AGT000543,2019-05-29,2020-05-28,3551922,17998,Monthly,301,Low,Active,0.83,4.07
POL000142790,CUST00042537,Term Life,Agent,AGT003262,2024-05-06,2025-05-06,3169734,14653,Monthly,260,Low,Active,18.43,2.25
POL000142791,CUST00015348,Term Life,Broker,AGT004559,2024-09-24,2025-09-24,4163446,21833,Quarterly,384,Low,Expired,17.13,1.92
POL000142792,CUST00009489,Health,Corporate Partner,AGT004666,2023-01-21,2024-01-21,1017063,14456,Half-Yearly,408,Low,Lapsed,10.07,4.95
POL000142793,CUST00081353,Health,Online,AGT002966,2022-06-07,2023-06-07,1453114,27860,Annual,405,Low,Active,7.71,3.6
POL000142794,CUST00015639,Motor,Bancassurance,AGT000829,2020-07-14,2021-07-14,633752,10682,Monthly,414,Low,Active,17.46,3.64
POL000142795,CUST00012100,Health,Direct,AGT004543,2019-02-02,2020-02-02,1168070,22344,Annual,440,Low,Expired,10.68,2.66
POL000142796,CUST00051674,Home,Corporate Partner,AGT003540,2026-07-09,2027-07-09,4292017,6485,Monthly,452,Low,Active,1.92,0.64
POL000142797,CUST00090726,Commercial,Corporate Partner,AGT000553,2026-02-04,2027-02-04,5505270,54839,Monthly,373,Low,Lapsed,8.63,4.69
POL000142798,CUST00011419,Whole Life,Direct,AGT001671,2025-04-28,2026-04-28,6505640,20832,Annual,365,Low,Lapsed,18.44,4.87
POL000142799,CUST00039525,Health,Online,AGT001318,2023-09-05,2024-09-04,941393,22356,Quarterly,471,Low,Active,3.67,1.28
POL000142800,CUST00062236,Term Life,Agent,AGT003135,2020-09-07,2021-09-07,3010383,25536,Half-Yearly,485,Medium,Active,10.97,2.14
POL000142801,CUST00052314,Term Life,Direct,AGT003998,2024-06-12,2025-06-12,2158257,29864,Monthly,382,Low,Active,11.71,2.56
POL000142802,CUST00043302,Health,Bancassurance,AGT001474,2026-05-25,2036-05-22,658666,23169,Monthly,484,Medium,Active,19.23,1.22
POL000142803,CUST00043702,Term Life,Direct,AGT004901,2026-07-25,2027-07-25,7180075,16676,Quarterly,377,Low,Active,3.5,3.18
POL000142804,CUST00088654,Motor,Corporate Partner,AGT000425,2021-09-02,2041-08-28,915511,9662,Annual,456,Low,Expired,3.34,4.84
POL000142805,CUST00085544,Term Life,Agent,AGT001125,2019-12-21,2020-12-20,3722628,16645,Annual,334,Low,Cancelled,12.15,4.3
POL000142806,CUST00039820,Travel,Broker,AGT000595,2022-09-15,2023-09-15,426725,4284,Annual,340,Low,Active,4.9,0.4
POL000142807,CUST00033160,Commercial,Agent,AGT000261,2019-06-29,2029-06-26,5798054,28013,Annual,471,Low,Active,16.45,1.64
POL000142808,CUST00016042,Health,Direct,AGT000758,2019-07-14,2024-07-12,728729,26775,Monthly,529,Medium,Active,13.95,3.13
POL000142809,CUST00074115,Commercial,Broker,AGT004640,2021-05-17,2022-05-17,6858820,50542,Half-Yearly,445,Low,Active,8.1,4.16
POL000142810,CUST00027030,Whole Life,Corporate Partner,AGT004744,2023-06-25,2024-06-24,1346984,54486,Monthly,517,Medium,Active,0.81,0.44
POL000142811,CUST00069612,Motor,Corporate Partner,AGT000648,2023-10-16,2043-10-11,371159,17119,Annual,443,Low,Active,13.6,3.07
POL000142812,CUST00039772,Motor,Direct,AGT002170,2023-09-29,2024-09-28,1088141,15267,Half-Yearly,481,Medium,Active,7.72,1.28
POL000142813,CUST00095593,Health,Bancassurance,AGT001866,2021-06-02,2022-06-02,667229,12232,Monthly,636,High,Active,18.17,2.17
POL000142814,CUST00087542,Whole Life,Corporate Partner,AGT003239,2020-01-05,2021-01-04,2042843,42137,Quarterly,414,Low,Active,11.54,1.28
POL000142815,CUST00035588,Commercial,Direct,AGT001124,2021-09-06,2041-09-01,1718859,66965,Monthly,418,Low,Active,19.09,3.71
POL000142816,CUST00017889,Term Life,Agent,AGT003521,2024-08-26,2025-08-26,1477680,15471,Annual,409,Low,Active,10.93,4.6
POL000142817,CUST00012172,Health,Direct,AGT001198,2022-05-04,2023-05-04,1369043,12694,Annual,359,Low,Active,1.28,1.51
POL000142818,CUST00087407,Home,Corporate Partner,AGT004413,2022-12-12,2023-12-12,4389903,7724,Annual,433,Low,Active,18.54,2.61
POL000142819,CUST00085940,Motor,Broker,AGT003480,2021-07-03,2022-07-03,376993,15153,Annual,385,Low,Active,5.78,3.15
POL000142820,CUST00067019,Term Life,Broker,AGT000060,2019-10-21,2020-10-20,7158903,17577,Annual,448,Low,Active,13.83,2.74
POL000142821,CUST00042249,Whole Life,Bancassurance,AGT003360,2020-07-31,2021-07-31,1537070,49929,Monthly,394,Low,Active,8.67,1.36
POL000142822,CUST00009299,Whole Life,Direct,AGT001907,2026-03-31,2027-03-31,4750110,20911,Annual,492,Medium,Active,11.55,3.11
POL000142823,CUST00014479,Health,Agent,AGT004951,2023-06-26,2024-06-25,566695,21349,Annual,427,Low,Active,9.49,3.43
POL000142824,CUST00041610,Health,Agent,AGT001537,2022-08-28,2023-08-28,1496779,15658,Annual,411,Low,Active,15.96,2.89
POL000142825,CUST00073698,Motor,Agent,AGT004747,2025-10-13,2026-10-13,259223,7156,Annual,389,Low,Active,19.23,4.23
POL000142826,CUST00070263,Motor,Online,AGT003788,2025-05-02,2045-04-27,405124,12710,Half-Yearly,453,Low,Active,12.78,2.24
POL000142827,CUST00098769,Motor,Corporate Partner,AGT003635,2024-04-11,2034-04-09,826408,24207,Half-Yearly,474,Low,Active,4.08,4.63
POL000142828,CUST00014976,Personal Accident,Broker,AGT001165,2023-10-09,2024-10-08,1219961,5795,Annual,431,Low,Active,6.45,1.4
POL000142829,CUST00028891,Health,Corporate Partner,AGT001834,2022-09-03,2027-09-02,561053,14750,Monthly,509,Medium,Active,7.91,3.35
POL000142830,CUST00046355,Home,Corporate Partner,AGT003175,2022-11-23,2023-11-23,5258484,10366,Monthly,446,Low,Active,14.05,4.53
POL000142831,CUST00038200,Whole Life,Online,AGT004867,2022-10-30,2023-10-30,1819287,25412,Annual,288,Low,Active,3.73,4.28
POL000142832,CUST00052556,Term Life,Corporate Partner,AGT000320,2021-11-04,2022-11-04,3366652,17777,Annual,343,Low,Active,4.21,0.45
POL000142833,CUST00091383,Health,Agent,AGT000979,2022-12-10,2023-12-10,291088,22797,Annual,400,Low,Active,17.03,0.84
POL000142834,CUST00048226,Health,Broker,AGT002803,2026-04-22,2036-04-19,1383866,11500,Quarterly,316,Low,Expired,19.46,0.84
POL000142835,CUST00026622,Health,Corporate Partner,AGT004479,2020-05-25,2030-05-23,531776,13646,Annual,326,Low,Active,15.17,3.23
POL000142836,CUST00077350,Health,Direct,AGT002210,2024-05-13,2025-05-13,583636,18563,Quarterly,452,Low,Expired,3.02,1.77
POL000142837,CUST00057773,Personal Accident,Agent,AGT003446,2024-01-12,2025-01-11,718360,7684,Monthly,493,Medium,Expired,2.26,3.31
POL000142838,CUST00002193,Motor,Agent,AGT000802,2020-11-15,2021-11-15,543790,15462,Half-Yearly,279,Low,Active,11.68,3.92
POL000142839,CUST00079804,Motor,Online,AGT002780,2021-06-15,2026-06-14,766449,16270,Half-Yearly,389,Low,Cancelled,7.9,3.14
POL000142840,CUST00072069,Whole Life,Corporate Partner,AGT001916,2020-09-08,2025-09-07,2663229,23822,Half-Yearly,337,Low,Active,0.78,0.03
POL000142841,CUST00043562,Term Life,Online,AGT004762,2025-03-30,2035-03-28,5990293,12113,Monthly,411,Low,Active,6.78,3.33
POL000142842,CUST00069912,Term Life,Agent,AGT001271,2024-10-19,2025-10-19,3255706,20096,Monthly,386,Low,Lapsed,14.66,2.97
POL000142843,CUST00083387,Motor,Bancassurance,AGT003894,2022-01-23,2023-01-23,484336,15019,Quarterly,443,Low,Cancelled,19.76,3.35
POL000142844,CUST00046767,Commercial,Direct,AGT001726,2022-06-22,2042-06-17,5816235,43180,Annual,380,Low,Active,18.23,3.91
POL000142845,CUST00092515,Travel,Online,AGT003969,2024-03-11,2034-03-09,362552,4553,Annual,423,Low,Active,15.21,1.06
POL000142846,CUST00012032,Motor,Agent,AGT004553,2021-02-27,2022-02-27,250785,7533,Annual,544,Medium,Active,4.16,1.64
POL000142847,CUST00042882,Health,Broker,AGT004064,2019-03-12,2020-03-11,378605,15889,Monthly,486,Medium,Active,5.61,4.13
POL000142848,CUST00032231,Motor,Online,AGT000903,2019-07-21,2020-07-20,702355,30708,Annual,403,Low,Lapsed,19.16,3.42
POL000142849,CUST00069869,Health,Bancassurance,AGT002480,2021-08-30,2022-08-30,600030,8235,Monthly,397,Low,Active,6.22,1.92
POL000142850,CUST00055468,Motor,Corporate Partner,AGT003676,2024-06-15,2025-06-15,587445,10595,Annual,536,Medium,Active,17.48,0.27
POL000142851,CUST00040930,Home,Online,AGT000452,2020-02-15,2025-02-13,3279830,14866,Annual,328,Low,Expired,10.45,0.22
POL000142852,CUST00062877,Health,Corporate Partner,AGT001697,2023-04-22,2033-04-19,373192,11654,Annual,480,Medium,Active,16.97,2.12
POL000142853,CUST00016258,Whole Life,Bancassurance,AGT003417,2020-04-16,2021-04-16,5917614,34204,Annual,577,Medium,Active,16.76,1.38
POL000142854,CUST00090534,Health,Bancassurance,AGT003357,2024-12-01,2025-12-01,835902,25593,Annual,339,Low,Active,19.99,2.73
POL000142855,CUST00080305,Travel,Broker,AGT004098,2023-01-12,2043-01-07,327317,2292,Monthly,502,Medium,Lapsed,1.55,3.0
POL000142856,CUST00054069,Motor,Agent,AGT001526,2023-12-28,2024-12-27,411192,19616,Monthly,358,Low,Lapsed,17.49,3.23
POL000142857,CUST00095252,Term Life,Direct,AGT003694,2025-02-14,2030-02-13,5010865,15396,Monthly,468,Low,Active,2.66,2.8
POL000142858,CUST00009496,Term Life,Corporate Partner,AGT002369,2020-12-06,2021-12-06,11546504,19923,Annual,444,Low,Expired,6.16,0.67
POL000142859,CUST00006361,Term Life,Bancassurance,AGT002023,2026-06-01,2027-06-01,3369508,13336,Monthly,520,Medium,Active,17.26,2.61
POL000142860,CUST00065419,Personal Accident,Broker,AGT002756,2020-02-10,2030-02-07,828199,8588,Monthly,446,Low,Expired,12.09,1.27
POL000142861,CUST00014243,Motor,Agent,AGT000904,2024-11-04,2025-11-04,564948,12423,Quarterly,461,Low,Active,5.48,1.72
POL000142862,CUST00007160,Home,Agent,AGT002024,2019-03-04,2020-03-03,5539122,7754,Annual,263,Low,Active,11.66,1.83
POL000142863,CUST00027477,Home,Direct,AGT001433,2025-08-04,2045-07-30,6937170,3799,Annual,388,Low,Cancelled,9.75,1.35
POL000142864,CUST00097479,Commercial,Agent,AGT001306,2023-08-22,2024-08-21,1638110,42979,Annual,379,Low,Active,17.92,3.55
POL000142865,CUST00062939,Travel,Corporate Partner,AGT002874,2025-09-01,2045-08-27,332332,4334,Half-Yearly,421,Low,Expired,11.48,4.27
POL000142866,CUST00047160,Term Life,Agent,AGT003938,2026-04-09,2027-04-09,1821233,14459,Annual,294,Low,Active,4.93,4.05
POL000142867,CUST00053313,Term Life,Bancassurance,AGT002819,2024-09-27,2025-09-27,13465019,11542,Quarterly,451,Low,Active,18.0,0.36
POL000142868,CUST00010960,Term Life,Agent,AGT003858,2021-06-25,2041-06-20,2416559,11318,Annual,323,Low,Active,12.06,2.77
POL000142869,CUST00038882,Commercial,Broker,AGT002894,2024-11-07,2025-11-07,7296829,56440,Annual,383,Low,Active,10.62,4.11
POL000142870,CUST00003236,Health,Broker,AGT003290,2021-10-19,2031-10-17,551968,15949,Monthly,469,Low,Expired,14.18,3.49
POL000142871,CUST00080281,Home,Agent,AGT002504,2023-04-17,2024-04-16,2843922,12793,Annual,353,Low,Active,16.98,0.24
POL000142872,CUST00050213,Health,Corporate Partner,AGT000929,2020-03-27,2021-03-27,456754,26455,Monthly,394,Low,Lapsed,1.47,3.34
POL000142873,CUST00082109,Whole Life,Corporate Partner,AGT000301,2021-02-17,2026-02-16,2064838,27619,Monthly,312,Low,Active,7.41,4.15
POL000142874,CUST00098256,Motor,Bancassurance,AGT001244,2022-12-06,2027-12-05,470070,11657,Monthly,479,Low,Active,5.5,3.44
POL000142875,CUST00098415,Health,Bancassurance,AGT002302,2022-02-10,2027-02-09,491444,11180,Annual,419,Low,Active,19.64,3.38
POL000142876,CUST00028113,Motor,Agent,AGT000516,2023-11-27,2024-11-26,988617,35355,Monthly,347,Low,Expired,2.28,0.78
POL000142877,CUST00068569,Health,Broker,AGT000274,2026-02-13,2027-02-13,649984,21286,Annual,370,Low,Expired,4.64,0.63
POL000142878,CUST00001216,Whole Life,Online,AGT003768,2022-07-27,2023-07-27,3225094,31605,Monthly,355,Low,Active,3.38,2.32
POL000142879,CUST00035050,Home,Corporate Partner,AGT002669,2026-03-19,2027-03-19,3070316,13366,Annual,466,Low,Active,17.82,0.35
POL000142880,CUST00085068,Health,Direct,AGT001997,2024-02-05,2029-02-03,1458700,20070,Monthly,421,Low,Active,4.32,4.4
POL000142881,CUST00036373,Home,Corporate Partner,AGT003606,2021-05-18,2026-05-17,4491371,6938,Annual,346,Low,Active,10.73,1.12
POL000142882,CUST00056753,Motor,Bancassurance,AGT002656,2019-11-23,2020-11-22,597256,16245,Monthly,378,Low,Active,3.53,1.84
POL000142883,CUST00093938,Motor,Online,AGT002418,2026-06-18,2036-06-15,191495,17358,Monthly,345,Low,Active,14.42,3.04
POL000142884,CUST00072452,Health,Direct,AGT001654,2026-05-05,2027-05-05,433225,22649,Half-Yearly,406,Low,Active,17.04,2.02
POL000142885,CUST00030096,Motor,Corporate Partner,AGT003836,2023-06-22,2028-06-20,327910,13473,Monthly,437,Low,Expired,13.21,1.72
POL000142886,CUST00017235,Travel,Agent,AGT000946,2020-04-22,2021-04-22,334398,3306,Monthly,407,Low,Active,10.04,3.15
POL000142887,CUST00036846,Motor,Bancassurance,AGT002601,2023-07-31,2024-07-30,305299,22871,Half-Yearly,461,Low,Active,19.46,3.71
POL000142888,CUST00084511,Term Life,Online,AGT003472,2019-12-30,2020-12-29,8723071,22132,Annual,350,Low,Active,17.42,0.28
POL000142889,CUST00093116,Home,Direct,AGT004106,2024-11-22,2029-11-21,6479170,19614,Quarterly,460,Low,Active,11.82,0.21
POL000142890,CUST00020919,Whole Life,Agent,AGT002480,2022-08-24,2023-08-24,1854405,80494,Annual,354,Low,Active,16.95,4.43
POL000142891,CUST00033624,Term Life,Bancassurance,AGT003629,2019-11-07,2020-11-06,5276397,14820,Annual,444,Low,Active,1.13,4.31
POL000142892,CUST00008877,Motor,Bancassurance,AGT004383,2026-03-03,2031-03-02,1000500,6974,Monthly,416,Low,Active,10.09,0.81
POL000142893,CUST00033159,Travel,Corporate Partner,AGT000345,2021-03-01,2022-03-01,353004,1410,Quarterly,393,Low,Lapsed,4.73,2.82
POL000142894,CUST00065617,Personal Accident,Corporate Partner,AGT004584,2020-03-05,2021-03-05,1558756,4945,Monthly,383,Low,Active,5.53,1.43
POL000142895,CUST00081330,Term Life,Direct,AGT004773,2023-07-15,2024-07-14,9292964,16987,Annual,454,Low,Expired,9.43,2.27
POL000142896,CUST00070058,Whole Life,Broker,AGT002158,2020-06-21,2040-06-16,1914105,24771,Annual,370,Low,Active,19.67,2.89
POL000142897,CUST00049118,Motor,Bancassurance,AGT004207,2023-04-11,2043-04-06,679774,11693,Annual,435,Low,Active,5.71,4.56
POL000142898,CUST00076352,Health,Agent,AGT004074,2023-05-24,2024-05-23,439143,15965,Annual,507,Medium,Active,13.57,4.82
POL000142899,CUST00024588,Motor,Broker,AGT004284,2021-03-24,2022-03-24,265988,14120,Quarterly,401,Low,Expired,10.87,0.8
POL000142900,CUST00031390,Health,Direct,AGT003897,2023-01-08,2028-01-07,629587,12532,Annual,328,Low,Active,17.67,0.72
POL000142901,CUST00022356,Personal Accident,Agent,AGT004307,2023-11-05,2028-11-03,719495,6532,Annual,401,Low,Active,19.11,4.53
POL000142902,CUST00021072,Home,Bancassurance,AGT001891,2021-07-28,2022-07-28,3575730,13741,Annual,391,Low,Active,12.69,0.53
POL000142903,CUST00028489,Health,Broker,AGT002370,2025-08-04,2026-08-04,448570,22700,Monthly,486,Medium,Active,19.69,0.48
POL000142904,CUST00010422,Motor,Online,AGT001187,2019-04-28,2020-04-27,851512,11825,Annual,505,Medium,Active,15.32,2.18
POL000142905,CUST00062085,Term Life,Corporate Partner,AGT002997,2025-01-20,2026-01-20,7983753,23380,Half-Yearly,472,Low,Lapsed,10.57,3.37
POL000142906,CUST00090819,Personal Accident,Online,AGT001450,2020-06-06,2021-06-06,1598119,9053,Annual,345,Low,Active,0.62,4.74
POL000142907,CUST00048078,Health,Online,AGT001160,2023-11-24,2024-11-23,597052,18365,Quarterly,496,Medium,Active,15.06,1.44
POL000142908,CUST00044583,Health,Direct,AGT004349,2025-01-29,2026-01-29,1217747,15537,Annual,412,Low,Active,17.09,4.4
POL000142909,CUST00033258,Term Life,Direct,AGT004129,2025-01-28,2030-01-27,8507119,10897,Quarterly,491,Medium,Active,9.71,3.74
POL000142910,CUST00051457,Commercial,Agent,AGT002332,2022-09-15,2023-09-15,6141753,24505,Annual,358,Low,Active,18.24,3.94
POL000142911,CUST00082949,Travel,Bancassurance,AGT000370,2024-12-23,2029-12-22,287331,2937,Monthly,420,Low,Expired,13.56,4.31
POL000142912,CUST00093418,Commercial,Bancassurance,AGT001288,2025-02-04,2026-02-04,2335796,29223,Half-Yearly,336,Low,Active,4.44,3.57
POL000142913,CUST00079964,Term Life,Agent,AGT002726,2021-04-21,2022-04-21,4453047,22587,Annual,396,Low,Active,1.16,2.5
POL000142914,CUST00018862,Health,Online,AGT004735,2023-07-09,2024-07-08,872360,15602,Annual,566,Medium,Active,5.69,0.32
POL000142915,CUST00026212,Whole Life,Direct,AGT002660,2020-05-01,2040-04-26,2443156,16791,Half-Yearly,397,Low,Active,7.35,2.07
POL000142916,CUST00050691,Motor,Agent,AGT000475,2023-11-04,2024-11-03,978506,15956,Annual,395,Low,Active,4.17,2.7
POL000142917,CUST00058186,Term Life,Corporate Partner,AGT000369,2024-11-18,2025-11-18,8790066,19675,Annual,412,Low,Active,1.3,3.25
POL000142918,CUST00025193,Motor,Online,AGT000241,2019-11-01,2020-10-31,460472,15315,Annual,297,Low,Expired,3.24,0.3
POL000142919,CUST00078687,Term Life,Bancassurance,AGT000200,2021-11-30,2022-11-30,7121154,10805,Quarterly,453,Low,Cancelled,12.31,4.63
POL000142920,CUST00041753,Personal Accident,Agent,AGT002081,2019-02-11,2020-02-11,1696703,4350,Monthly,410,Low,Active,17.44,2.23
POL000142921,CUST00045119,Whole Life,Agent,AGT001506,2021-10-20,2022-10-20,4280504,47042,Monthly,365,Low,Active,7.82,1.32
POL000142922,CUST00095285,Motor,Agent,AGT002916,2025-05-11,2030-05-10,454690,13915,Quarterly,495,Medium,Expired,6.81,3.41
POL000142923,CUST00067352,Whole Life,Bancassurance,AGT004489,2021-11-24,2022-11-24,3372238,32103,Monthly,483,Medium,Active,7.84,1.32
POL000142924,CUST00077531,Motor,Broker,AGT004024,2021-09-29,2022-09-29,1127538,17572,Annual,505,Medium,Lapsed,19.85,0.86
POL000142925,CUST00020677,Motor,Direct,AGT004953,2021-12-30,2022-12-30,287299,18199,Annual,369,Low,Active,0.82,4.27
POL000142926,CUST00053225,Health,Broker,AGT004316,2024-02-02,2044-01-28,956297,25339,Monthly,490,Medium,Active,4.35,3.24
POL000142927,CUST00030434,Personal Accident,Broker,AGT001446,2020-09-24,2040-09-19,1182659,7757,Quarterly,422,Low,Active,0.93,1.6
POL000142928,CUST00086099,Health,Online,AGT001861,2026-04-18,2027-04-18,536774,12933,Quarterly,405,Low,Lapsed,18.22,0.75
POL000142929,CUST00093939,Travel,Agent,AGT001763,2025-04-04,2026-04-04,393342,3176,Annual,309,Low,Lapsed,7.31,1.37
POL000142930,CUST00035330,Motor,Direct,AGT003729,2019-12-16,2029-12-13,523030,22859,Monthly,328,Low,Active,16.75,3.6
POL000142931,CUST00083279,Home,Corporate Partner,AGT003920,2026-01-03,2027-01-03,3778225,11952,Quarterly,396,Low,Lapsed,18.65,1.85
POL000142932,CUST00010595,Whole Life,Bancassurance,AGT004857,2024-02-28,2025-02-27,4088976,29729,Quarterly,467,Low,Active,6.74,4.52
POL000142933,CUST00037858,Health,Bancassurance,AGT000101,2025-04-04,2026-04-04,295330,14044,Quarterly,457,Low,Lapsed,10.84,4.17
POL000142934,CUST00006814,Term Life,Corporate Partner,AGT001570,2021-01-21,2022-01-21,5308890,16382,Annual,334,Low,Active,16.38,1.49
POL000142935,CUST00097512,Personal Accident,Agent,AGT001445,2024-10-12,2025-10-12,975097,4603,Half-Yearly,286,Low,Expired,9.16,3.92
POL000142936,CUST00048427,Home,Corporate Partner,AGT001638,2026-02-19,2027-02-19,2807166,11997,Monthly,324,Low,Lapsed,12.48,0.66
POL000142937,CUST00091084,Health,Agent,AGT001209,2024-09-22,2025-09-22,597303,18605,Monthly,544,Medium,Lapsed,3.08,1.55
POL000142938,CUST00035299,Term Life,Bancassurance,AGT000523,2019-04-13,2020-04-12,5657958,9493,Annual,376,Low,Active,12.44,3.05
POL000142939,CUST00009509,Motor,Agent,AGT000288,2023-06-21,2028-06-19,570697,17446,Annual,399,Low,Active,4.85,3.38
POL000142940,CUST00081889,Motor,Bancassurance,AGT002407,2024-10-15,2025-10-15,632469,17299,Monthly,551,Medium,Expired,7.19,1.25
POL000142941,CUST00057632,Health,Broker,AGT003040,2024-08-24,2025-08-24,281034,25609,Annual,370,Low,Active,16.8,2.17
POL000142942,CUST00021761,Term Life,Broker,AGT000370,2023-03-04,2043-02-27,3183130,16106,Annual,474,Low,Expired,15.17,2.71
POL000142943,CUST00081624,Health,Bancassurance,AGT004108,2019-02-01,2020-02-01,449285,13430,Monthly,470,Low,Expired,15.89,4.72
POL000142944,CUST00044940,Health,Online,AGT000390,2019-02-15,2020-02-15,336008,11228,Annual,403,Low,Active,16.58,2.86
POL000142945,CUST00052533,Home,Bancassurance,AGT002557,2020-08-29,2030-08-27,2760701,7920,Annual,336,Low,Active,4.81,2.08
POL000142946,CUST00029090,Home,Corporate Partner,AGT003419,2024-03-20,2029-03-19,4117357,5442,Monthly,426,Low,Active,13.4,1.34
POL000142947,CUST00070642,Motor,Agent,AGT002540,2025-08-18,2026-08-18,495204,14093,Annual,391,Low,Active,13.69,3.52
POL000142948,CUST00039517,Motor,Online,AGT002888,2020-04-18,2025-04-17,569652,32358,Annual,413,Low,Active,17.16,3.54
POL000142949,CUST00067905,Motor,Online,AGT001765,2020-03-08,2021-03-08,1101884,18317,Annual,387,Low,Lapsed,7.79,3.25
POL000142950,CUST00085382,Motor,Corporate Partner,AGT001239,2024-08-26,2025-08-26,656744,11486,Quarterly,308,Low,Active,9.42,3.68
POL000142951,CUST00060576,Term Life,Broker,AGT003858,2020-03-21,2021-03-21,6161409,19404,Monthly,295,Low,Expired,2.47,4.36
POL000142952,CUST00076177,Motor,Bancassurance,AGT000527,2020-09-13,2040-09-08,426560,13872,Quarterly,280,Low,Active,6.85,1.19
