CLAIM_ID,POLICY_ID,CUSTOMER_ID,CLAIM_TYPE,INCIDENT_DATE,REPORTED_DATE,CLAIM_AMOUNT,CLAIM_STATUS,SETTLEMENT_AMOUNT,PROCESSING_DAYS,FRAUD_FLAG,FRAUD_SCORE,SOURCE,CLAIM_SEVERITY
CLM000068351,POL000116223,CUST00050127,Death,2024-02-02,2024-02-21,198882,Approved,170277,6,No,0.3762,Police,Low
CLM000068352,POL000111358,CUST00045962,Property Damage,2025-08-26,2025-08-27,3126,Approved,2719,15,No,0.0049,Surveyor,Low
CLM000068353,POL000149921,CUST00030679,Accident,2022-12-12,2022-12-22,61187,Approved,51780,29,No,0.0953,Police,Low
CLM000068354,POL000068025,CUST00044117,Property Damage,2026-04-30,2026-05-01,138720,Approved,121778,8,Suspected,0.6501,Hospital,Low
CLM000068355,POL000071644,CUST00070404,Liability,2024-10-22,2024-10-28,1178233,Approved,1000092,30,No,0.6967,Police,Low
CLM000068356,POL000105197,CUST00089161,Vehicle Damage,2025-02-19,2025-02-22,90379,Approved,85361,10,No,0.861,Customer,Low
CLM000068357,POL000118209,CUST00062286,Liability,2022-01-11,2022-01-26,217685,Approved,192629,6,No,0.6228,Hospital,High
CLM000068358,POL000119264,CUST00075519,Accident,2023-04-22,2023-05-01,82931,Partially Approved,31891,33,No,0.1156,Third Party,Low
CLM000068359,POL000048464,CUST00002559,Liability,2025-06-09,2025-06-15,211552,Approved,205487,22,No,0.5858,Third Party,Low
CLM000068360,POL000068292,CUST00090872,Property Damage,2025-11-21,2025-11-29,1615259,Approved,1612994,11,No,0.8834,Hospital,Low
CLM000068361,POL000112015,CUST00057075,Travel Disruption,2025-07-04,2025-07-13,300118,Partially Approved,220012,19,No,0.8524,Third Party,Low
CLM000068362,POL000037237,CUST00031043,Travel Disruption,2022-09-18,2022-09-22,239701,Approved,230178,38,No,0.4365,Hospital,Low
CLM000068363,POL000080247,CUST00073273,Accident,2026-03-09,2026-03-10,478365,Approved,470312,17,No,0.0707,Hospital,Low
CLM000068364,POL000031329,CUST00076490,Hospitalization,2024-08-21,2024-08-25,271669,Approved,270636,45,No,0.9216,Hospital,Low
CLM000068365,POL000007973,CUST00074333,Liability,2025-08-31,2025-09-08,480005,Approved,458957,17,No,0.2837,Surveyor,High
CLM000068366,POL000126216,CUST00051626,Travel Disruption,2025-07-03,2025-07-08,153070,Partially Approved,97652,9,No,0.8485,Third Party,Low
CLM000068367,POL000134261,CUST00072429,Death,2022-11-15,2022-11-24,50669,Approved,46695,21,No,0.1825,Surveyor,Low
CLM000068368,POL000098492,CUST00005629,Accident,2025-12-18,2025-12-25,788475,Rejected,0,29,No,0.9383,Police,Low
CLM000068369,POL000105662,CUST00005191,Vehicle Damage,2026-06-04,2026-06-10,311667,Approved,288440,47,No,0.8455,Third Party,Low
CLM000068370,POL000007429,CUST00064361,Hospitalization,2025-01-21,2025-01-23,294939,Approved,274113,52,No,0.5854,Hospital,Low
CLM000068371,POL000050125,CUST00078197,Hospitalization,2023-01-18,2023-01-23,40654,Approved,34042,13,No,0.5606,Third Party,Low
CLM000068372,POL000006334,CUST00046547,Vehicle Damage,2023-07-23,2023-08-04,1038992,Approved,984452,14,No,0.2594,Third Party,Low
CLM000068373,POL000043103,CUST00043543,Theft,2025-11-01,2025-11-05,418647,Approved,418017,6,No,0.4452,Hospital,Medium
CLM000068374,POL000061730,CUST00052636,Liability,2023-12-05,2023-12-28,1488489,Partially Approved,709347,10,No,0.9767,Third Party,Medium
CLM000068375,POL000062057,CUST00034354,Liability,2023-12-15,2023-12-27,32524,Approved,29693,26,No,0.8248,Hospital,Low
CLM000068376,POL000057576,CUST00068160,Hospitalization,2025-01-24,2025-02-01,32428,Approved,31338,6,No,0.5982,Police,Low
CLM000068377,POL000056019,CUST00031223,Vehicle Damage,2024-12-03,2024-12-05,2798435,Approved,2678589,19,No,0.8229,Police,Low
CLM000068378,POL000106267,CUST00020458,Accident,2024-05-10,2024-05-27,69147,Approved,58544,11,No,0.4401,Customer,Medium
CLM000068379,POL000046393,CUST00014248,Hospitalization,2026-07-25,2026-07-31,188102,Partially Approved,85887,27,No,0.9525,Surveyor,Medium
CLM000068380,POL000081606,CUST00085336,Property Damage,2025-12-13,2025-12-20,1200799,Approved,1165242,21,No,0.1825,Hospital,Low
CLM000068381,POL000001241,CUST00054542,Accident,2022-02-14,2022-02-20,47606,Approved,38886,9,No,0.7015,Police,High
CLM000068382,POL000000549,CUST00037885,Vehicle Damage,2025-03-13,2025-03-17,257319,Under Investigation,0,10,No,0.6715,Surveyor,High
CLM000068383,POL000079181,CUST00030760,Property Damage,2022-03-09,2022-03-12,10076,Under Investigation,0,14,No,0.7718,Surveyor,Low
CLM000068384,POL000145547,CUST00083706,Travel Disruption,2025-08-31,2025-08-31,39540,Approved,37754,13,No,0.4662,Third Party,Low
CLM000068385,POL000014620,CUST00033076,Hospitalization,2024-06-18,2024-06-27,137338,Approved,123835,24,No,0.9823,Third Party,Medium
CLM000068386,POL000138638,CUST00056806,Hospitalization,2022-07-09,2022-07-17,855561,Pending,0,29,No,0.4156,Garage,Low
CLM000068387,POL000143658,CUST00017759,Liability,2025-07-17,2025-07-25,703069,Approved,620758,11,No,0.369,Customer,Low
CLM000068388,POL000034266,CUST00096486,Vehicle Damage,2024-06-21,2024-06-22,34062,Approved,32584,24,No,0.0439,Third Party,Medium
CLM000068389,POL000046096,CUST00078471,Liability,2026-06-14,2026-06-23,133741,Approved,128927,48,No,0.8502,Garage,Medium
CLM000068390,POL000133337,CUST00032312,Liability,2023-07-11,2023-07-14,18631,Approved,18393,34,No,0.8859,Surveyor,Low
CLM000068391,POL000023761,CUST00061624,Property Damage,2022-01-10,2022-01-20,5331,Rejected,0,21,No,0.9725,Police,Low
CLM000068392,POL000087643,CUST00081189,Hospitalization,2024-09-01,2024-09-05,38562,Approved,36379,5,No,0.2358,Garage,Medium
CLM000068393,POL000013003,CUST00021569,Liability,2026-01-01,2026-01-03,35435,Approved,31064,14,No,0.8188,Hospital,Low
CLM000068394,POL000139461,CUST00049498,Hospitalization,2025-07-02,2025-07-05,247757,Approved,217468,12,Suspected,0.2753,Surveyor,Low
CLM000068395,POL000063818,CUST00079918,Theft,2023-09-02,2023-09-06,422934,Approved,414470,9,No,0.3951,Customer,High
CLM000068396,POL000034920,CUST00055947,Death,2022-03-29,2022-04-03,15502,Approved,12412,13,No,0.6224,Hospital,Low
CLM000068397,POL000019074,CUST00090939,Liability,2022-10-06,2022-10-13,81452,Partially Approved,43895,12,Suspected,0.902,Surveyor,Medium
CLM000068398,POL000058411,CUST00051517,Property Damage,2024-04-19,2024-04-26,318603,Pending,0,34,No,0.4218,Garage,Low
CLM000068399,POL000129315,CUST00071863,Hospitalization,2026-04-07,2026-04-08,428479,Approved,356982,13,No,0.5455,Customer,Medium
CLM000068400,POL000100860,CUST00084545,Travel Disruption,2025-07-02,2025-07-03,278874,Approved,262698,12,No,0.9036,Surveyor,Low
CLM000068401,POL000040930,CUST00097354,Travel Disruption,2022-06-12,2022-06-28,249280,Under Investigation,0,23,Suspected,0.4528,Surveyor,Low
CLM000068402,POL000132523,CUST00002516,Hospitalization,2023-03-14,2023-03-17,30965,Under Investigation,0,17,No,0.9295,Customer,Medium
CLM000068403,POL000106726,CUST00037515,Travel Disruption,2025-02-01,2025-02-09,304836,Approved,254244,29,No,0.4791,Garage,Low
CLM000068404,POL000024770,CUST00055744,Liability,2026-05-25,2026-05-27,215952,Approved,189271,23,No,0.6722,Third Party,Medium
CLM000068405,POL000067150,CUST00081942,Death,2022-05-10,2022-05-12,824496,Pending,0,2,No,0.3442,Third Party,Medium
CLM000068406,POL000015098,CUST00069780,Death,2022-06-20,2022-06-24,174964,Partially Approved,106545,13,No,0.6747,Surveyor,Low
CLM000068407,POL000080070,CUST00057368,Accident,2026-04-09,2026-04-21,1777411,Approved,1422846,16,No,0.5081,Hospital,High
CLM000068408,POL000148903,CUST00010074,Property Damage,2022-04-06,2022-04-11,74083,Pending,0,6,No,0.5294,Garage,Low
CLM000068409,POL000025226,CUST00002875,Theft,2026-04-02,2026-04-07,101167,Approved,85991,26,No,0.8709,Hospital,Low
CLM000068410,POL000013394,CUST00082914,Property Damage,2026-07-25,2026-07-28,46725,Approved,42255,10,No,0.3051,Police,Medium
CLM000068411,POL000109181,CUST00045755,Hospitalization,2022-02-15,2022-02-21,81001,Approved,76555,45,No,0.4841,Hospital,Low
CLM000068412,POL000142216,CUST00017523,Death,2022-08-14,2022-08-21,225673,Partially Approved,138867,10,No,0.6431,Customer,Medium
CLM000068413,POL000124786,CUST00038730,Travel Disruption,2023-10-09,2023-10-20,16716,Approved,13415,20,No,0.3536,Surveyor,Low
CLM000068414,POL000065662,CUST00097065,Vehicle Damage,2023-06-27,2023-06-27,270709,Pending,0,32,No,0.388,Customer,Low
CLM000068415,POL000070211,CUST00049276,Death,2024-11-20,2024-11-21,19411,Partially Approved,11984,43,No,0.9624,Surveyor,High
CLM000068416,POL000056962,CUST00022975,Liability,2023-10-20,2023-10-24,30187,Approved,29638,14,No,0.3751,Surveyor,Low
CLM000068417,POL000047203,CUST00065887,Theft,2026-07-05,2026-07-06,12459,Approved,10776,25,No,0.5108,Customer,High
CLM000068418,POL000133563,CUST00064636,Liability,2023-02-25,2023-02-26,2070804,Approved,1889385,8,No,0.9492,Police,Medium
CLM000068419,POL000133567,CUST00070914,Death,2023-05-04,2023-05-06,319194,Rejected,0,41,No,0.3528,Third Party,Low
CLM000068420,POL000087825,CUST00057782,Vehicle Damage,2025-09-19,2025-09-23,952275,Approved,945415,15,No,0.6054,Surveyor,Medium
CLM000068421,POL000149115,CUST00073644,Vehicle Damage,2024-09-29,2024-09-30,69872,Approved,61841,29,No,0.2788,Police,Medium
CLM000068422,POL000131139,CUST00089005,Travel Disruption,2024-11-04,2024-11-10,267555,Rejected,0,14,No,0.8713,Third Party,Low
CLM000068423,POL000122032,CUST00036000,Travel Disruption,2022-12-20,2022-12-21,5088,Rejected,0,19,No,0.5014,Third Party,Medium
CLM000068424,POL000140309,CUST00015139,Liability,2022-01-21,2022-01-28,69413,Approved,63267,6,No,0.7792,Surveyor,Low
CLM000068425,POL000059297,CUST00064961,Hospitalization,2025-07-15,2025-07-24,426527,Approved,401187,18,No,0.9259,Customer,Low
CLM000068426,POL000134233,CUST00048567,Accident,2026-01-03,2026-01-10,176175,Approved,144983,20,No,0.0108,Customer,Low
CLM000068427,POL000104010,CUST00055989,Accident,2026-02-05,2026-02-06,9463,Approved,7666,14,No,0.7143,Customer,Low
CLM000068428,POL000087555,CUST00023356,Property Damage,2023-12-14,2023-12-24,83057,Under Investigation,0,10,No,0.1964,Police,Medium
CLM000068429,POL000115756,CUST00034472,Property Damage,2025-10-01,2025-10-03,182160,Approved,152402,9,No,0.0218,Customer,Medium
CLM000068430,POL000008448,CUST00090921,Property Damage,2025-07-09,2025-07-13,21225,Pending,0,12,No,0.8868,Surveyor,Medium
CLM000068431,POL000055137,CUST00055714,Theft,2023-09-30,2023-10-10,38949,Rejected,0,9,No,0.2483,Police,Low
CLM000068432,POL000021765,CUST00059671,Vehicle Damage,2026-03-18,2026-03-22,122557,Pending,0,35,No,0.1981,Customer,Low
CLM000068433,POL000015037,CUST00095786,Hospitalization,2025-03-25,2025-03-27,541567,Approved,478535,22,No,0.7497,Hospital,Medium
CLM000068434,POL000142827,CUST00098769,Theft,2025-02-17,2025-02-19,36906,Approved,32663,32,No,0.9627,Garage,Medium
CLM000068435,POL000122765,CUST00067751,Death,2023-11-23,2023-11-26,216550,Approved,175267,37,No,0.9224,Police,High
CLM000068436,POL000040301,CUST00064687,Death,2022-02-04,2022-02-06,36099,Approved,30508,12,No,0.4221,Third Party,High
CLM000068437,POL000092434,CUST00001700,Accident,2023-03-18,2023-03-21,111823,Approved,106102,9,No,0.955,Hospital,Low
CLM000068438,POL000012892,CUST00014941,Death,2023-05-18,2023-06-01,45513,Approved,36979,27,No,0.9922,Garage,Low
CLM000068439,POL000060425,CUST00050412,Property Damage,2025-09-25,2025-09-29,229674,Approved,221608,7,No,0.0794,Third Party,Medium
CLM000068440,POL000139558,CUST00020272,Accident,2025-04-02,2025-04-07,492015,Approved,455121,17,No,0.878,Hospital,Medium
CLM000068441,POL000013726,CUST00028799,Death,2025-06-22,2025-06-28,117375,Approved,104879,28,No,0.0107,Hospital,Low
CLM000068442,POL000057483,CUST00003043,Travel Disruption,2022-01-04,2022-01-09,68669,Approved,68272,71,No,0.0183,Police,Medium
CLM000068443,POL000074076,CUST00007533,Accident,2026-03-28,2026-04-02,609185,Approved,548733,54,Suspected,0.813,Customer,Medium
CLM000068444,POL000139482,CUST00090588,Hospitalization,2022-02-21,2022-02-24,44527,Approved,41811,16,No,0.7967,Police,Low
CLM000068445,POL000069017,CUST00085867,Hospitalization,2022-09-27,2022-10-20,879615,Approved,778481,19,No,0.9291,Police,Low
CLM000068446,POL000029044,CUST00098992,Travel Disruption,2026-03-17,2026-03-24,2465818,Pending,0,17,No,0.9096,Customer,Low
CLM000068447,POL000055721,CUST00046963,Accident,2025-05-24,2025-05-25,19722,Partially Approved,10349,9,No,0.8757,Police,High
CLM000068448,POL000003728,CUST00085422,Theft,2024-10-02,2024-10-07,66384,Approved,60708,24,No,0.0691,Customer,High
CLM000068449,POL000122925,CUST00087793,Travel Disruption,2023-06-26,2023-07-06,352039,Approved,341516,23,No,0.6321,Third Party,Medium
CLM000068450,POL000058944,CUST00036686,Hospitalization,2024-09-20,2024-09-22,131054,Approved,109485,14,No,0.1122,Police,Low
CLM000068451,POL000086280,CUST00033505,Theft,2026-05-25,2026-06-02,1032648,Approved,828394,11,No,0.7785,Police,Medium
CLM000068452,POL000119619,CUST00018174,Accident,2025-08-17,2025-08-27,60054,Pending,0,19,No,0.9762,Garage,Medium
CLM000068453,POL000092012,CUST00028542,Accident,2023-11-25,2023-12-08,1366956,Rejected,0,39,No,0.931,Police,Medium
CLM000068454,POL000099495,CUST00092727,Hospitalization,2023-07-06,2023-07-16,70514,Partially Approved,29114,9,No,0.3533,Customer,Low
CLM000068455,POL000055743,CUST00057455,Theft,2023-12-16,2024-01-01,238053,Partially Approved,128520,10,No,0.2381,Third Party,Medium
CLM000068456,POL000107417,CUST00051274,Liability,2023-06-30,2023-07-01,47986,Approved,39569,22,No,0.304,Garage,Medium
CLM000068457,POL000042565,CUST00007888,Death,2025-02-16,2025-03-04,66560,Approved,56529,11,No,0.4594,Customer,Medium
CLM000068458,POL000114665,CUST00012184,Vehicle Damage,2022-01-28,2022-02-01,8080,Rejected,0,17,No,0.6887,Surveyor,Low
CLM000068459,POL000133058,CUST00030873,Hospitalization,2026-07-13,2026-07-18,727335,Approved,648506,9,No,0.1767,Garage,Low
CLM000068460,POL000135670,CUST00060024,Vehicle Damage,2025-01-04,2025-01-16,117524,Approved,104374,31,No,0.9472,Police,Medium
CLM000068461,POL000004067,CUST00040822,Theft,2026-01-14,2026-01-21,651656,Approved,607010,36,No,0.2766,Customer,Medium
CLM000068462,POL000078624,CUST00056745,Hospitalization,2024-12-13,2024-12-21,161748,Partially Approved,64371,13,No,0.7662,Hospital,Low
CLM000068463,POL000102308,CUST00025195,Travel Disruption,2024-05-22,2024-05-23,180146,Approved,168562,57,No,0.272,Third Party,Low
CLM000068464,POL000137734,CUST00021260,Liability,2025-09-05,2025-09-09,26828,Approved,22389,29,No,0.8267,Hospital,Medium
CLM000068465,POL000120257,CUST00088101,Accident,2023-03-30,2023-04-03,23880,Approved,21014,29,No,0.2837,Surveyor,Medium
CLM000068466,POL000000753,CUST00087558,Property Damage,2026-02-05,2026-02-21,76038,Approved,64071,22,No,0.1385,Surveyor,Medium
CLM000068467,POL000036901,CUST00083085,Vehicle Damage,2023-11-01,2023-11-06,56709,Rejected,0,26,No,0.4054,Police,Low
CLM000068468,POL000105965,CUST00010726,Liability,2023-10-12,2023-10-20,115259,Approved,102012,26,No,0.709,Garage,Low
CLM000068469,POL000030645,CUST00088645,Theft,2023-04-15,2023-04-19,362629,Approved,320215,9,No,0.2171,Garage,Low
CLM000068470,POL000064543,CUST00056212,Travel Disruption,2026-06-09,2026-06-12,134715,Approved,121924,17,No,0.1699,Surveyor,Medium
CLM000068471,POL000028722,CUST00013395,Travel Disruption,2022-01-24,2022-01-25,25709,Approved,23907,7,No,0.657,Garage,Low
CLM000068472,POL000115566,CUST00062635,Travel Disruption,2023-12-15,2023-12-17,154117,Approved,131887,13,No,0.748,Garage,Medium
CLM000068473,POL000045559,CUST00039179,Hospitalization,2023-06-26,2023-07-08,148963,Partially Approved,88657,19,No,0.2962,Hospital,Low
CLM000068474,POL000142032,CUST00057479,Property Damage,2023-07-09,2023-07-16,15379,Approved,13329,32,No,0.7424,Police,Medium
CLM000068475,POL000006417,CUST00007428,Hospitalization,2022-12-05,2022-12-06,62750,Approved,54663,27,No,0.279,Garage,Low
CLM000068476,POL000102914,CUST00062852,Liability,2022-11-10,2022-11-26,146804,Under Investigation,0,17,No,0.2999,Customer,Low
CLM000068477,POL000124473,CUST00075149,Travel Disruption,2022-02-07,2022-02-10,122359,Approved,115399,13,No,0.012,Customer,Low
CLM000068478,POL000072713,CUST00075529,Travel Disruption,2022-01-01,2022-01-02,1946784,Approved,1721368,19,No,0.338,Third Party,Low
CLM000068479,POL000112652,CUST00032406,Property Damage,2022-09-03,2022-09-07,97194,Rejected,0,16,No,0.8998,Customer,Medium
CLM000068480,POL000124992,CUST00000916,Death,2026-04-14,2026-04-18,220140,Approved,177369,30,No,0.1343,Surveyor,Medium
CLM000068481,POL000074788,CUST00090291,Death,2026-05-11,2026-05-14,168581,Approved,159495,20,No,0.2453,Police,Medium
CLM000068482,POL000041347,CUST00033397,Death,2023-09-24,2023-10-03,106242,Pending,0,6,No,0.2647,Hospital,Low
CLM000068483,POL000056805,CUST00032690,Death,2023-08-12,2023-08-16,2479304,Under Investigation,0,24,No,0.1361,Customer,Low
CLM000068484,POL000135247,CUST00012558,Vehicle Damage,2026-06-04,2026-06-08,50565,Approved,47480,24,No,0.056,Hospital,Low
CLM000068485,POL000094087,CUST00023372,Vehicle Damage,2023-12-23,2024-01-08,470709,Approved,384453,28,No,0.9713,Garage,Low
CLM000068486,POL000142933,CUST00037858,Travel Disruption,2023-01-15,2023-01-25,19698,Approved,18929,17,No,0.2988,Police,Medium
CLM000068487,POL000004416,CUST00081097,Liability,2026-01-16,2026-01-16,66613,Approved,65068,19,No,0.7019,Third Party,High
CLM000068488,POL000038363,CUST00008934,Death,2022-09-29,2022-10-03,15624,Approved,15303,54,No,0.2947,Customer,Low
CLM000068489,POL000144905,CUST00093499,Property Damage,2026-04-14,2026-04-21,20475,Approved,16754,9,No,0.6472,Police,Medium
CLM000068490,POL000084065,CUST00006302,Death,2022-02-11,2022-02-22,65074,Approved,63083,14,No,0.0321,Third Party,Low
CLM000068491,POL000066099,CUST00035558,Liability,2022-11-29,2022-12-04,38085,Approved,34470,14,No,0.4137,Surveyor,Medium
CLM000068492,POL000055510,CUST00034667,Death,2024-06-06,2024-06-12,57709,Approved,55465,5,Suspected,0.2509,Customer,High
CLM000068493,POL000097922,CUST00063641,Property Damage,2025-12-21,2025-12-25,91286,Approved,88394,12,No,0.4792,Third Party,Low
CLM000068494,POL000041721,CUST00016855,Hospitalization,2023-03-25,2023-03-28,65849,Under Investigation,0,42,No,0.1794,Customer,Medium
CLM000068495,POL000027061,CUST00099692,Vehicle Damage,2022-05-13,2022-05-14,50591,Approved,46944,14,No,0.6139,Police,Low
CLM000068496,POL000120197,CUST00081599,Hospitalization,2023-02-23,2023-02-28,176713,Partially Approved,68496,23,No,0.267,Surveyor,Low
CLM000068497,POL000130592,CUST00078002,Travel Disruption,2022-02-13,2022-03-05,60277,Rejected,0,31,No,0.9556,Garage,Medium
CLM000068498,POL000130930,CUST00026629,Hospitalization,2023-07-11,2023-07-19,36378,Approved,32246,8,No,0.7027,Surveyor,Medium
CLM000068499,POL000096604,CUST00081361,Travel Disruption,2022-04-12,2022-04-13,557168,Partially Approved,237570,27,No,0.2266,Police,Medium
CLM000068500,POL000118148,CUST00080025,Hospitalization,2022-10-26,2022-11-14,352443,Approved,303625,8,No,0.2818,Surveyor,Medium
CLM000068501,POL000069770,CUST00046043,Travel Disruption,2024-06-22,2024-06-28,40704,Approved,34124,20,No,0.1002,Garage,Low
CLM000068502,POL000104475,CUST00013154,Accident,2022-12-12,2022-12-13,329367,Approved,327907,22,No,0.6096,Hospital,Medium
CLM000068503,POL000061885,CUST00023748,Theft,2022-06-29,2022-07-17,31146,Approved,29389,45,No,0.3349,Customer,Low
CLM000068504,POL000043920,CUST00007221,Accident,2024-11-29,2024-12-02,185182,Approved,171377,10,No,0.0896,Hospital,Low
CLM000068505,POL000136916,CUST00014575,Accident,2023-06-29,2023-07-05,11995,Approved,10272,6,No,0.1679,Customer,High
CLM000068506,POL000042627,CUST00032198,Hospitalization,2022-01-11,2022-01-15,7667,Approved,6195,48,No,0.4872,Garage,High
CLM000068507,POL000078584,CUST00077488,Theft,2024-05-02,2024-05-03,128950,Pending,0,21,No,0.3042,Surveyor,Medium
CLM000068508,POL000140413,CUST00094477,Hospitalization,2023-04-24,2023-04-28,2774050,Approved,2683223,32,No,0.0969,Hospital,Medium
CLM000068509,POL000024897,CUST00090737,Accident,2026-06-19,2026-06-23,65123,Approved,63637,21,No,0.7602,Garage,Medium
CLM000068510,POL000134190,CUST00055604,Travel Disruption,2025-05-29,2025-06-04,2324067,Approved,2123432,33,No,0.6267,Garage,Low
CLM000068511,POL000102503,CUST00095324,Accident,2026-04-22,2026-04-25,57614,Approved,55814,10,No,0.3534,Third Party,High
CLM000068512,POL000108098,CUST00008684,Theft,2026-04-23,2026-04-28,26743,Approved,21433,34,No,0.2975,Hospital,Medium
CLM000068513,POL000073474,CUST00095153,Vehicle Damage,2024-10-29,2024-11-04,80829,Approved,79178,31,No,0.2964,Police,High
CLM000068514,POL000121773,CUST00081447,Travel Disruption,2024-10-02,2024-10-05,254247,Approved,248895,31,No,0.4311,Police,Low
CLM000068515,POL000019096,CUST00024326,Property Damage,2025-05-29,2025-06-04,66238,Under Investigation,0,23,No,0.8143,Third Party,Low
CLM000068516,POL000065829,CUST00084878,Hospitalization,2022-10-30,2022-10-31,122136,Rejected,0,18,No,0.7044,Customer,Low
CLM000068517,POL000126628,CUST00079092,Travel Disruption,2024-12-15,2024-12-17,25156,Approved,23340,13,No,0.5142,Third Party,High
CLM000068518,POL000115504,CUST00003078,Liability,2023-02-09,2023-02-10,55228,Approved,48120,23,No,0.7241,Police,High
CLM000068519,POL000004950,CUST00057898,Travel Disruption,2022-10-29,2022-11-06,231833,Rejected,0,50,No,0.6236,Hospital,High
CLM000068520,POL000039267,CUST00004541,Liability,2026-01-25,2026-01-25,71760,Approved,69150,8,No,0.7047,Garage,Low
CLM000068521,POL000072292,CUST00084153,Death,2023-01-09,2023-01-12,26453,Pending,0,5,No,0.213,Customer,Medium
CLM000068522,POL000149336,CUST00027260,Travel Disruption,2023-10-06,2023-10-08,127066,Approved,117345,24,No,0.6855,Police,Medium
CLM000068523,POL000026019,CUST00061376,Liability,2022-12-27,2023-01-02,72476,Approved,66016,21,No,0.2432,Hospital,Low
CLM000068524,POL000032359,CUST00023384,Theft,2025-03-07,2025-03-16,23768,Approved,20158,29,No,0.5294,Surveyor,Medium
CLM000068525,POL000095839,CUST00051149,Property Damage,2022-06-17,2022-06-21,777750,Approved,663661,20,No,0.8705,Customer,Low
CLM000068526,POL000052971,CUST00010418,Liability,2026-05-28,2026-06-02,42295,Partially Approved,25965,16,No,0.3714,Customer,Medium
CLM000068527,POL000030912,CUST00091198,Accident,2022-01-01,2022-01-07,54406,Rejected,0,4,No,0.0516,Surveyor,Low
CLM000068528,POL000094838,CUST00073637,Death,2024-01-07,2024-01-13,50029,Approved,40267,8,No,0.1007,Customer,Low
CLM000068529,POL000087294,CUST00003060,Vehicle Damage,2024-12-14,2024-12-26,38328,Approved,32141,19,No,0.0016,Garage,Medium
CLM000068530,POL000049934,CUST00035205,Travel Disruption,2025-11-29,2025-12-04,149310,Approved,121469,42,No,0.5625,Customer,Low
CLM000068531,POL000132195,CUST00021604,Hospitalization,2025-01-23,2025-02-04,4822323,Rejected,0,31,No,0.1512,Third Party,Low
CLM000068532,POL000101558,CUST00007371,Hospitalization,2025-05-30,2025-06-07,42115,Pending,0,15,No,0.9861,Customer,Medium
CLM000068533,POL000084374,CUST00072340,Accident,2024-04-28,2024-05-03,72896,Partially Approved,36575,34,No,0.3548,Garage,Low
CLM000068534,POL000109233,CUST00071932,Travel Disruption,2025-01-22,2025-01-28,281076,Pending,0,6,No,0.4317,Third Party,High
CLM000068535,POL000008744,CUST00044085,Property Damage,2023-01-22,2023-02-02,6717,Approved,5402,22,No,0.0213,Third Party,Low
CLM000068536,POL000052529,CUST00095642,Travel Disruption,2022-11-19,2022-11-27,343231,Approved,325528,30,No,0.5277,Surveyor,Medium
CLM000068537,POL000034191,CUST00089241,Liability,2022-01-05,2022-01-14,11446,Approved,9477,17,No,0.2059,Customer,Low
CLM000068538,POL000105854,CUST00035458,Property Damage,2025-04-08,2025-04-09,524672,Approved,435625,10,No,0.7586,Third Party,High
CLM000068539,POL000112767,CUST00095905,Death,2026-07-04,2026-07-09,66811,Approved,58245,19,No,0.7591,Police,Medium
CLM000068540,POL000022617,CUST00075883,Death,2022-11-17,2022-11-22,66018,Approved,57644,33,No,0.6358,Third Party,Low
CLM000068541,POL000148555,CUST00080048,Vehicle Damage,2025-04-20,2025-04-24,17039,Approved,16838,15,No,0.4041,Surveyor,Low
CLM000068542,POL000040708,CUST00052092,Liability,2025-02-14,2025-02-21,955742,Approved,797405,21,No,0.7823,Surveyor,Medium
CLM000068543,POL000046136,CUST00032473,Death,2024-02-12,2024-02-14,8512,Approved,8468,17,No,0.7078,Garage,Low
CLM000068544,POL000149468,CUST00078391,Property Damage,2022-03-21,2022-03-23,15327,Approved,13150,19,No,0.0276,Police,Medium
CLM000068545,POL000147259,CUST00086408,Liability,2022-02-15,2022-02-19,638908,Approved,552382,22,No,0.3543,Garage,Low
CLM000068546,POL000018151,CUST00000199,Vehicle Damage,2025-10-21,2025-10-28,191539,Approved,156791,26,No,0.4856,Surveyor,Low
CLM000068547,POL000004763,CUST00090661,Death,2025-07-26,2025-08-05,438223,Approved,419959,21,No,0.5801,Hospital,Low
CLM000068548,POL000061658,CUST00081716,Travel Disruption,2025-08-22,2025-08-29,62849,Approved,62002,21,No,0.2053,Garage,Medium
CLM000068549,POL000032545,CUST00093405,Hospitalization,2025-01-11,2025-01-20,81242,Approved,72372,5,No,0.5149,Surveyor,Low
CLM000068550,POL000101023,CUST00098573,Accident,2023-10-08,2023-10-17,13581,Approved,10960,19,No,0.9414,Third Party,Low
CLM000068551,POL000065329,CUST00062017,Theft,2023-03-21,2023-03-24,48221,Approved,44481,15,No,0.8378,Police,Medium
CLM000068552,POL000110293,CUST00093470,Accident,2023-03-07,2023-03-15,714915,Approved,576762,22,No,0.1449,Customer,Low
CLM000068553,POL000116001,CUST00051850,Vehicle Damage,2025-01-18,2025-01-28,15374,Approved,12968,30,No,0.1531,Customer,Medium
CLM000068554,POL000038035,CUST00010107,Death,2022-09-06,2022-09-10,16351,Under Investigation,0,28,No,0.886,Hospital,Low
CLM000068555,POL000068560,CUST00016449,Vehicle Damage,2026-01-14,2026-01-21,124992,Under Investigation,0,10,No,0.0163,Police,Low
CLM000068556,POL000134305,CUST00095755,Theft,2023-04-01,2023-04-02,100358,Rejected,0,9,No,0.4118,Garage,Medium
CLM000068557,POL000021577,CUST00043466,Death,2023-06-10,2023-06-12,2292351,Partially Approved,831849,21,No,0.2826,Third Party,Low
